algorithm,seed,trace,step,time_seconds,arrival_rate,active_instances,pending_startup,queue_length,action,reward,instance_seconds,utilization,sla_violation_fraction,forecast_used,forecast_error,timely_completions,late_completions,rejections,timeouts
Dyna-Q,55,burst,7,480.0,678.7333333333333,1,0,6000,1,-5.2,60.0,1.0,1.0,285.35909681499993,-393.3742365183334,0,5923,4690,30111
Dyna-Q,55,burst,8,540.0,679.8166666666667,1,0,5999,1,-5.199833333333333,60.0,1.0,1.0,403.37136777049994,-276.4452988961668,0,6031,4777,29982
Dyna-Q,55,burst,9,600.0,680.1666666666666,1,0,6000,1,-5.2,60.0,1.0,1.0,486.30495743935,-193.86170922731662,0,5931,4795,30083
Dyna-Q,55,burst,10,660.0,113.66666666666667,1,0,1128,1,-4.388,60.0,1.0,1.0,544.463470207545,430.79680354087833,0,5977,0,5715
Dyna-Q,55,burst,11,720.0,116.38333333333334,1,0,1120,1,-4.386666666666667,60.0,1.0,1.0,415.22442914528153,298.8410958119482,0,5906,0,1085
Dyna-Q,55,burst,12,780.0,114.53333333333333,1,0,1157,1,-4.392833333333334,60.0,1.0,1.0,325.57210040169707,211.03876706836374,0,6130,0,705
Dyna-Q,55,burst,13,840.0,113.16666666666667,1,0,1061,1,-4.376833333333334,60.0,1.0,1.0,262.2604702811879,149.09380361452122,0,6052,0,834
Dyna-Q,55,burst,14,900.0,113.63333333333334,1,0,1050,1,-4.375,60.0,1.0,1.0,217.53232919683154,103.8989958634982,0,5940,0,889
Dyna-Q,55,burst,15,960.0,364.2,1,0,3656,1,-4.809333333333333,60.0,1.0,1.0,186.36263043778206,-177.83736956221793,0,6002,0,13244
Dyna-Q,55,burst,16,1020.0,370.65,1,0,3788,1,-4.831333333333333,60.0,1.0,1.0,239.71384130644742,-130.93615869355256,0,5942,0,16165
Dyna-Q,55,burst,17,1080.0,371.71666666666664,1,0,3742,1,-4.823666666666667,60.0,1.0,1.0,278.9946889145132,-92.72197775215346,0,5982,0,16367
Dyna-Q,55,burst,18,1140.0,365.98333333333335,1,0,3624,1,-4.804,60.0,1.0,1.0,306.8112822401592,-59.17205109317416,0,5939,0,16138
Dyna-Q,55,burst,19,1200.0,117.63333333333334,1,0,1131,1,-4.3885000000000005,60.0,1.0,1.0,324.5628975681114,206.92956423477807,0,6154,0,3397
Dyna-Q,55,burst,20,1260.0,116.8,1,0,1139,1,-4.389833333333334,60.0,1.0,1.0,262.484028297678,145.68402829767797,0,5920,0,1080
Dyna-Q,55,burst,21,1320.0,113.08333333333333,1,0,1122,1,-4.3870000000000005,60.0,1.0,1.0,218.77881980837458,105.69548647504125,0,5928,0,874
Dyna-Q,55,burst,22,1380.0,115.23333333333333,1,0,1124,1,-4.387333333333333,60.0,1.0,1.0,187.07017386586222,71.83684053252888,0,5925,0,987
Dyna-Q,55,burst,23,1440.0,116.08333333333333,1,0,1151,1,-4.3918333333333335,60.0,1.0,1.0,165.51912170610353,49.435788372770205,0,6069,0,869
